"candidate_key_NOT_master_code","canonical_master_code","names_ja","names_en","prefectures","addresses","entity_types","historical_coordinates_NOT_navigation_verified","legacy_code_claims_NOT_approved","source_record_ids","source_urls","identity_status"
"geoshape-nrct-poi:460000022500","","八重原神社","","宮崎県","宮崎県 日向市 東郷町八重原迫野内622・623番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000022500"",""latitude"":32.407552,""longitude"":131.501255,""quality"":""published_historical_point_not_navigation_verified""}]","65293 [v3.7.1; legacy_effective_not_canonical] | 65293 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000022500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000022500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000022700","","若山牧水生家","","宮崎県","宮崎県 日向市 東郷町坪谷","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:460000022700"",""latitude"":32.363172,""longitude"":131.462145,""quality"":""published_historical_point_not_navigation_verified""}]","65322 [v3.7.1; legacy_effective_not_canonical] | 65322 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000022700","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000022700.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000022900","","下水流遺跡","","宮崎県","宮崎県 日向市 東郷町下三ケ","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:460000022900"",""latitude"":32.33304,""longitude"":131.391178,""quality"":""published_historical_point_not_navigation_verified""}]","65351 [v3.7.1; legacy_effective_not_canonical] | 65351 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000022900","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000022900.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000023200","","宇納間神社","","宮崎県","宮崎県 東臼杵郡美郷町 北郷宇納間11番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000023200"",""latitude"":32.505768,""longitude"":131.441681,""quality"":""published_historical_point_not_navigation_verified""}]","65380 [v3.7.1; legacy_effective_not_canonical] | 65380 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000023200","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000023200.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000023300","","全長寺","","宮崎県","宮崎県 東臼杵郡美郷町 北郷宇納間1番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000023300"",""latitude"":32.503811,""longitude"":131.441666,""quality"":""published_historical_point_not_navigation_verified""}]","65409 [v3.7.1; legacy_effective_not_canonical] | 65409 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000023300","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000023300.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000023800","","田代神社","","宮崎県","宮崎県 東臼杵郡美郷町 西郷田代161番地イ","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000023800"",""latitude"":32.603602,""longitude"":131.441251,""quality"":""published_historical_point_not_navigation_verified""}]","65438 [v3.7.1; legacy_effective_not_canonical] | 65438 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000023800","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000023800.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000023900","","大雄寺","","宮崎県","宮崎県 東臼杵郡美郷町 西郷田代1431番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000023900"",""latitude"":32.436417,""longitude"":131.42775,""quality"":""published_historical_point_not_navigation_verified""}]","65467 [v3.7.1; legacy_effective_not_canonical] | 65467 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000023900","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000023900.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000024000","","内野々遺跡","","宮崎県","宮崎県 えびの市 大字西郷","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:460000024000"",""latitude"":32.05202,""longitude"":130.790586,""quality"":""published_historical_point_not_navigation_verified""}]","65496 [v3.7.1; legacy_effective_not_canonical] | 65496 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000024000","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000024000.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000024400","","鳥ノ巣古墳","","宮崎県","宮崎県 えびの市 大字西郷","古墳・貝塚","[{""sourceRecordId"":""geoshape-nrct-poi:460000024400"",""latitude"":32.05202,""longitude"":130.790586,""quality"":""published_historical_point_not_navigation_verified""}]","65525 [v3.7.1; legacy_effective_not_canonical] | 65525 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000024400","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000024400.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000024800","","神門神社","","宮崎県","宮崎県 東臼杵郡美郷町 南郷神門68番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000024800"",""latitude"":32.385944,""longitude"":131.330917,""quality"":""published_historical_point_not_navigation_verified""}]","65554 [v3.7.1; legacy_effective_not_canonical] | 65554 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000024800","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000024800.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000025700","","家代神社","","宮崎県","宮崎県 東臼杵郡諸塚村 大字家代4109番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000025700"",""latitude"":32.521091,""longitude"":131.350525,""quality"":""published_historical_point_not_navigation_verified""}]","65583 [v3.7.1; legacy_effective_not_canonical] | 65583 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000025700","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000025700.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000025900","","諸塚神社","","宮崎県","宮崎県 東臼杵郡諸塚村 大字七ツ山7190番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000025900"",""latitude"":32.588173,""longitude"":131.32164,""quality"":""published_historical_point_not_navigation_verified""}]","65612 [v3.7.1; legacy_effective_not_canonical] | 65612 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000025900","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000025900.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000026000","","浄覚寺","","宮崎県","宮崎県 東臼杵郡諸塚村 大字七ツ山2013番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000026000"",""latitude"":32.565292,""longitude"":131.290558,""quality"":""published_historical_point_not_navigation_verified""}]","65641 [v3.7.1; legacy_effective_not_canonical] | 65641 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000026000","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000026000.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000029600","","十根川神社","","宮崎県","宮崎県 東臼杵郡椎葉村 大字下福良898番地1","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000029600"",""latitude"":32.511608,""longitude"":131.192276,""quality"":""published_historical_point_not_navigation_verified""}]","65670 [v3.7.1; legacy_effective_not_canonical] | 65670 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000029600","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000029600.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000030600","","財木銅山跡","","宮崎県","宮崎県 東臼杵郡椎葉村 大字下福良","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:460000030600"",""latitude"":32.501309,""longitude"":131.180377,""quality"":""published_historical_point_not_navigation_verified""}]","65699 [v3.7.1; legacy_effective_not_canonical] | 65699 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000030600","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000030600.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000037200","","延岡城跡","","宮崎県","宮崎県 延岡市 東本小路","城・軍事施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000037200"",""latitude"":32.580619,""longitude"":131.662946,""quality"":""published_historical_point_not_navigation_verified""}]","65728 [v3.7.1; legacy_effective_not_canonical] | 65728 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000037200","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000037200.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000037900","","亀井神社","","宮崎県","宮崎県 延岡市 天神小路292番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000037900"",""latitude"":32.581089,""longitude"":131.657562,""quality"":""published_historical_point_not_navigation_verified""}]","65757 [v3.7.1; legacy_effective_not_canonical] | 65757 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000037900","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000037900.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000038100","","妙専寺","","宮崎県","宮崎県 延岡市 南町二丁目4番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000038100"",""latitude"":32.579823,""longitude"":131.66568,""quality"":""published_historical_point_not_navigation_verified""}]","65786 [v3.7.1; legacy_effective_not_canonical] | 65786 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000038100","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000038100.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000038200","","光勝寺","","宮崎県","宮崎県 延岡市 中央通二丁目3番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000038200"",""latitude"":32.581631,""longitude"":131.669006,""quality"":""published_historical_point_not_navigation_verified""}]","65815 [v3.7.1; legacy_effective_not_canonical] | 65815 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000038200","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000038200.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000038500","","三福寺","","宮崎県","宮崎県 延岡市 北町二丁目1番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000038500"",""latitude"":32.582893,""longitude"":131.665878,""quality"":""published_historical_point_not_navigation_verified""}]","65844 [v3.7.1; legacy_effective_not_canonical] | 65844 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000038500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000038500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000039200","","今山八幡宮","","宮崎県","宮崎県 延岡市 山下町一丁目3875番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000039200"",""latitude"":32.588188,""longitude"":131.668213,""quality"":""published_historical_point_not_navigation_verified""}]","65873 [v3.7.1; legacy_effective_not_canonical] | 65873 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000039200","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000039200.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000039600","","安賀多神社","","宮崎県","宮崎県 延岡市 古川町327番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000039600"",""latitude"":32.587498,""longitude"":131.650864,""quality"":""published_historical_point_not_navigation_verified""}]","65902 [v3.7.1; legacy_effective_not_canonical] | 65902 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000039600","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000039600.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000039700","","台雲寺","","宮崎県","宮崎県 延岡市 北小路3739番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000039700"",""latitude"":32.587891,""longitude"":131.663757,""quality"":""published_historical_point_not_navigation_verified""}]","65931 [v3.7.1; legacy_effective_not_canonical] | 65931 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000039700","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000039700.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000040100","","春日神社","","宮崎県","宮崎県 延岡市 恒富町四丁目207番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000040100"",""latitude"":32.567039,""longitude"":131.662888,""quality"":""published_historical_point_not_navigation_verified""}]","65960 [v3.7.1; legacy_effective_not_canonical] | 65960 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000040100","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000040100.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000040200","","願成寺","","宮崎県","宮崎県 延岡市 新小路二丁目1553番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000040200"",""latitude"":32.570595,""longitude"":131.665253,""quality"":""published_historical_point_not_navigation_verified""}]","65989 [v3.7.1; legacy_effective_not_canonical] | 65989 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000040200","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000040200.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000040300","","光明寺","","宮崎県","宮崎県 延岡市 古城町二丁目13番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000040300"",""latitude"":32.569595,""longitude"":131.658524,""quality"":""published_historical_point_not_navigation_verified""}]","66018 [v3.7.1; legacy_effective_not_canonical] | 66018 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000040300","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000040300.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000040500","","三須神社","","宮崎県","宮崎県 延岡市 三須町648番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000040500"",""latitude"":32.561558,""longitude"":131.638184,""quality"":""published_historical_point_not_navigation_verified""}]","66047 [v3.7.1; legacy_effective_not_canonical] | 66047 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000040500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000040500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000041200","","行縢神社","","宮崎県","宮崎県 延岡市 行縢町748番地ロ号","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000041200"",""latitude"":32.617922,""longitude"":131.578302,""quality"":""published_historical_point_not_navigation_verified""}]","66076 [v3.7.1; legacy_effective_not_canonical] | 66076 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000041200","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000041200.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000041300","","本東寺","","宮崎県","宮崎県 延岡市 松山町1133番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000041300"",""latitude"":32.584736,""longitude"":131.633804,""quality"":""published_historical_point_not_navigation_verified""}]","66105 [v3.7.1; legacy_effective_not_canonical] | 66105 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000041300","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000041300.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000041400","","松尾城跡","","宮崎県","宮崎県 延岡市 松山町","城・軍事施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000041400"",""latitude"":32.583849,""longitude"":131.631825,""quality"":""published_historical_point_not_navigation_verified""}]","66134 [v3.7.1; legacy_effective_not_canonical] | 66134 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000041400","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000041400.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000041500","","南方古墳群","","宮崎県","宮崎県 延岡市 天下町","古墳・貝塚","[{""sourceRecordId"":""geoshape-nrct-poi:460000041500"",""latitude"":32.572347,""longitude"":131.631001,""quality"":""published_historical_point_not_navigation_verified""}]","66163 [v3.7.1; legacy_effective_not_canonical] | 66163 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000041500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000041500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000041600","","赤木遺跡","","宮崎県","宮崎県 延岡市 舞野町","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:460000041600"",""latitude"":32.574663,""longitude"":131.599133,""quality"":""published_historical_point_not_navigation_verified""}]","66192 [v3.7.1; legacy_effective_not_canonical] | 66192 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000041600","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000041600.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000041900","","大貫貝塚","","宮崎県","宮崎県 延岡市 大貫町五丁目","古墳・貝塚","[{""sourceRecordId"":""geoshape-nrct-poi:460000041900"",""latitude"":32.569333,""longitude"":131.648571,""quality"":""published_historical_point_not_navigation_verified""}]","66221 [v3.7.1; legacy_effective_not_canonical] | 66221 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000041900","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000041900.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000042300","","照源寺","","宮崎県","宮崎県 延岡市 川原崎町345番地1","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000042300"",""latitude"":32.591873,""longitude"":131.677673,""quality"":""published_historical_point_not_navigation_verified""}]","66250 [v3.7.1; legacy_effective_not_canonical] | 66250 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000042300","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000042300.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000042700","","樫山古墳群","","宮崎県","宮崎県 延岡市 樫山町一丁目","古墳・貝塚","[{""sourceRecordId"":""geoshape-nrct-poi:460000042700"",""latitude"":32.602321,""longitude"":131.678195,""quality"":""published_historical_point_not_navigation_verified""}]","66279 [v3.7.1; legacy_effective_not_canonical] | 66279 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000042700","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000042700.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000043200","","熊野江神社","","宮崎県","宮崎県 延岡市 熊野江町1741番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000043200"",""latitude"":32.685278,""longitude"":131.786923,""quality"":""published_historical_point_not_navigation_verified""}]","66308 [v3.7.1; legacy_effective_not_canonical] | 66308 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000043200","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000043200.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000044400","","富高手代所跡","","宮崎県","宮崎県 日向市 本町","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:460000044400"",""latitude"":32.42309,""longitude"":131.624258,""quality"":""published_historical_point_not_navigation_verified""}]","66337 [v3.7.1; legacy_effective_not_canonical] | 66337 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000044400","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000044400.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000044500","","八幡神社","","宮崎県","宮崎県 児湯郡都農町 大字川北4154番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000044500"",""latitude"":32.258453,""longitude"":131.571274,""quality"":""published_historical_point_not_navigation_verified""}]","66366 [v3.7.1; legacy_effective_not_canonical] | 66366 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000044500","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000044500.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000044600","","富高古墳群","","宮崎県","宮崎県 日向市 大字富高","古墳・貝塚","[{""sourceRecordId"":""geoshape-nrct-poi:460000044600"",""latitude"":32.443147,""longitude"":131.596191,""quality"":""published_historical_point_not_navigation_verified""}]","66395 [v3.7.1; legacy_effective_not_canonical] | 66395 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000044600","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000044600.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000045000","","日知屋城跡","","宮崎県","宮崎県 日向市 大字日知屋","城・軍事施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000045000"",""latitude"":32.411109,""longitude"":131.65029,""quality"":""published_historical_point_not_navigation_verified""}]","66424 [v3.7.1; legacy_effective_not_canonical] | 66424 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000045000","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000045000.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000045100","","伊勢ヶ浜古墳群","","宮崎県","宮崎県 日向市 伊勢ケ浜","古墳・貝塚","[{""sourceRecordId"":""geoshape-nrct-poi:460000045100"",""latitude"":32.413809,""longitude"":131.649506,""quality"":""published_historical_point_not_navigation_verified""}]","66453 [v3.7.1; legacy_effective_not_canonical] | 66453 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000045100","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000045100.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000045600","","妙国寺","","宮崎県","宮崎県 日向市 大字細島373番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000045600"",""latitude"":32.42387,""longitude"":131.664536,""quality"":""published_historical_point_not_navigation_verified""}]","66482 [v3.7.1; legacy_effective_not_canonical] | 66482 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000045600","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000045600.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000045800","","定善寺","","宮崎県","宮崎県 日向市 大字財光寺7295番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000045800"",""latitude"":32.414631,""longitude"":131.625198,""quality"":""published_historical_point_not_navigation_verified""}]","66511 [v3.7.1; legacy_effective_not_canonical] | 66511 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000045800","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000045800.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000046300","","立磐神社","","宮崎県","宮崎県 日向市 美々津町3419番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000046300"",""latitude"":32.338464,""longitude"":131.611912,""quality"":""published_historical_point_not_navigation_verified""}]","66540 [v3.7.1; legacy_effective_not_canonical] | 66540 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000046300","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000046300.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000046400","","百町原遺跡","","宮崎県","宮崎県 日向市 美々津町","史跡・文化財・遺跡","[{""sourceRecordId"":""geoshape-nrct-poi:460000046400"",""latitude"":32.322468,""longitude"":131.596634,""quality"":""published_historical_point_not_navigation_verified""}]","66569 [v3.7.1; legacy_effective_not_canonical] | 66569 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000046400","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000046400.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000047700","","宮水神社","","宮崎県","宮崎県 西臼杵郡日之影町 大字七折9246番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000047700"",""latitude"":32.66433,""longitude"":131.382248,""quality"":""published_historical_point_not_navigation_verified""}]","66598 [v3.7.1; legacy_effective_not_canonical] | 66598 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000047700","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000047700.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000047800","","昌竜寺","","宮崎県","宮崎県 西臼杵郡日之影町 大字七折2369番地1","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000047800"",""latitude"":32.628574,""longitude"":131.420395,""quality"":""published_historical_point_not_navigation_verified""}]","66627 [v3.7.1; legacy_effective_not_canonical] | 66627 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000047800","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000047800.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000048200","","岩井川神社","","宮崎県","宮崎県 西臼杵郡日之影町 大字岩井川2422番地1","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000048200"",""latitude"":32.658432,""longitude"":131.368469,""quality"":""published_historical_point_not_navigation_verified""}]","66656 [v3.7.1; legacy_effective_not_canonical] | 66656 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000048200","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000048200.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
"geoshape-nrct-poi:460000048300","","真楽寺","","宮崎県","宮崎県 西臼杵郡日之影町 大字岩井川3385番地","埋葬・信仰・宗教施設","[{""sourceRecordId"":""geoshape-nrct-poi:460000048300"",""latitude"":32.653984,""longitude"":131.386276,""quality"":""published_historical_point_not_navigation_verified""}]","66685 [v3.7.1; legacy_effective_not_canonical] | 66685 [v3.8; legacy_effective_not_canonical]","geoshape-nrct-poi:460000048300","https://geoshape.ex.nii.ac.jp/nrct-poi/resource/46/460000048300.html","CANDIDATE_ONLY_IDENTITY_GATE_PENDING"
