"destination_id","batch_id","tier","region","country_code","prefecture_code","prefecture_name_ja","prefecture_name_en","entity_type","name_zh","name_ja","name_en","canonical_name","aliases","latitude","longitude","provider_type","provider_entity_id","attraction_quota","source_mode","source_job_id","md_variant_id","lg_variant_id","status","authenticity","rights_status","official_url","entity_provenance","coverage_note","review_notes"
"jp-akashi","JP-A-19","A","kansai","JP","","","","entity_resolution_required","","","Akashi","Akashi","","","","","","25","illustrative_city","source:jp-akashi:master","variant:jp-akashi:md","variant:jp-akashi:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-sasayama","JP-A-19","A","kansai","JP","","","","entity_resolution_required","","","Sasayama","Sasayama","","","","","","25","illustrative_city","source:jp-sasayama:master","variant:jp-sasayama:md","variant:jp-sasayama:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-asuka","JP-A-19","A","kansai","JP","nara","奈良県","Nara","entity_resolution_required","","","Asuka","Asuka","","","","","","25","illustrative_city","source:jp-asuka:master","variant:jp-asuka:md","variant:jp-asuka:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kansai/nara/asuka-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Nara. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-yoshino","JP-A-19","A","kansai","JP","nara","奈良県","Nara","entity_resolution_required","","","Yoshino","Yoshino","","","","","","25","illustrative_city","source:jp-yoshino:master","variant:jp-yoshino:md","variant:jp-yoshino:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kansai/nara/yoshino-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Nara. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kashihara","JP-A-19","A","kansai","JP","","","","entity_resolution_required","","","Kashihara","Kashihara","","","","","","25","illustrative_city","source:jp-kashihara:master","variant:jp-kashihara:md","variant:jp-kashihara:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-nachikatsuura","JP-A-20","A","kansai","JP","","","","entity_resolution_required","","","Nachikatsuura","Nachikatsuura","","","","","","25","illustrative_city","source:jp-nachikatsuura:master","variant:jp-nachikatsuura:md","variant:jp-nachikatsuura:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kushimoto","JP-A-20","A","kansai","JP","","","","entity_resolution_required","","","Kushimoto","Kushimoto","","","","","","25","illustrative_city","source:jp-kushimoto:master","variant:jp-kushimoto:md","variant:jp-kushimoto:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kurayoshi","JP-A-20","A","chugoku","JP","","","","entity_resolution_required","","","Kurayoshi","Kurayoshi","","","","","","25","illustrative_city","source:jp-kurayoshi:master","variant:jp-kurayoshi:md","variant:jp-kurayoshi:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-sakaiminato","JP-A-20","A","chugoku","JP","","","","entity_resolution_required","","","Sakaiminato","Sakaiminato","","","","","","25","illustrative_city","source:jp-sakaiminato:master","variant:jp-sakaiminato:md","variant:jp-sakaiminato:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-misasa-onsen","JP-A-20","A","chugoku","JP","","","","entity_resolution_required","","","Misasa Onsen","Misasa Onsen","","","","","","25","illustrative_city","source:jp-misasa-onsen:master","variant:jp-misasa-onsen:md","variant:jp-misasa-onsen:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-daisen","JP-A-20","A","chugoku","JP","tottori","鳥取県","Tottori","entity_resolution_required","","","Daisen","Daisen","","","","","","25","illustrative_city","source:jp-daisen:master","variant:jp-daisen:md","variant:jp-daisen:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/chugoku/tottori/daisen","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Tottori. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-iwami-ginzan","JP-A-20","A","chugoku","JP","","","","entity_resolution_required","","","Iwami Ginzan","Iwami Ginzan","","","","","","25","illustrative_city","source:jp-iwami-ginzan:master","variant:jp-iwami-ginzan:md","variant:jp-iwami-ginzan:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-tsuwano","JP-A-21","A","chugoku","JP","","","","entity_resolution_required","","","Tsuwano","Tsuwano","","","","","","25","illustrative_city","source:jp-tsuwano:master","variant:jp-tsuwano:md","variant:jp-tsuwano:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-tamatsukuri-onsen","JP-A-21","A","chugoku","JP","","","","entity_resolution_required","","","Tamatsukuri Onsen","Tamatsukuri Onsen","","","","","","25","illustrative_city","source:jp-tamatsukuri-onsen:master","variant:jp-tamatsukuri-onsen:md","variant:jp-tamatsukuri-onsen:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-oki-islands","JP-A-21","A","chugoku","JP","shimane","島根県","Shimane","entity_resolution_required","","","Oki Islands","Oki Islands","","","","","","25","illustrative_city","source:jp-oki-islands:master","variant:jp-oki-islands:md","variant:jp-oki-islands:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/chugoku/shimane/oki","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Shimane. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-tsuyama","JP-A-21","A","chugoku","JP","","","","entity_resolution_required","","","Tsuyama","Tsuyama","","","","","","25","illustrative_city","source:jp-tsuyama:master","variant:jp-tsuyama:md","variant:jp-tsuyama:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-bizen","JP-A-21","A","chugoku","JP","okayama","岡山県","Okayama","entity_resolution_required","","","Bizen","Bizen","","","","","","25","illustrative_city","source:jp-bizen:master","variant:jp-bizen:md","variant:jp-bizen:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/chugoku/okayama/bizen","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Okayama. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-maniwa","JP-A-21","A","chugoku","JP","","","","entity_resolution_required","","","Maniwa","Maniwa","","","","","","25","illustrative_city","source:jp-maniwa:master","variant:jp-maniwa:md","variant:jp-maniwa:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-setouchi","JP-A-22","A","chugoku","JP","","","","entity_resolution_required","","","Setouchi","Setouchi","","","","","","25","illustrative_city","source:jp-setouchi:master","variant:jp-setouchi:md","variant:jp-setouchi:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-onomichi","JP-A-22","A","chugoku","JP","","","","entity_resolution_required","","","Onomichi","Onomichi","","","","","","25","illustrative_city","source:jp-onomichi:master","variant:jp-onomichi:md","variant:jp-onomichi:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-fukuyama","JP-A-22","A","chugoku","JP","","","","entity_resolution_required","","","Fukuyama","Fukuyama","","","","","","25","illustrative_city","source:jp-fukuyama:master","variant:jp-fukuyama:md","variant:jp-fukuyama:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-takehara","JP-A-22","A","chugoku","JP","hiroshima","広島県","Hiroshima","entity_resolution_required","","","Takehara","Takehara","","","","","","25","illustrative_city","source:jp-takehara:master","variant:jp-takehara:md","variant:jp-takehara:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/chugoku/hiroshima/takehara-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Hiroshima. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kure","JP-A-22","A","chugoku","JP","hiroshima","広島県","Hiroshima","entity_resolution_required","","","Kure","Kure","","","","","","25","illustrative_city","source:jp-kure:master","variant:jp-kure:md","variant:jp-kure:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/chugoku/hiroshima/kure-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Hiroshima. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-shimonoseki","JP-A-22","A","chugoku","JP","yamaguchi","山口県","Yamaguchi","entity_resolution_required","","","Shimonoseki","Shimonoseki","","","","","","25","illustrative_city","source:jp-shimonoseki:master","variant:jp-shimonoseki:md","variant:jp-shimonoseki:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/chugoku/yamaguchi/shimonoseki","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Yamaguchi. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-iwakuni","JP-A-23","A","chugoku","JP","yamaguchi","山口県","Yamaguchi","entity_resolution_required","","","Iwakuni","Iwakuni","","","","","","25","illustrative_city","source:jp-iwakuni:master","variant:jp-iwakuni:md","variant:jp-iwakuni:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/chugoku/yamaguchi/iwakuni","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Yamaguchi. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-akiyoshidai","JP-A-23","A","chugoku","JP","","","","entity_resolution_required","","","Akiyoshidai","Akiyoshidai","","","","","","25","illustrative_city","source:jp-akiyoshidai:master","variant:jp-akiyoshidai:md","variant:jp-akiyoshidai:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-ube","JP-A-23","A","chugoku","JP","","","","entity_resolution_required","","","Ube","Ube","","","","","","25","illustrative_city","source:jp-ube:master","variant:jp-ube:md","variant:jp-ube:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-naruto","JP-A-23","A","shikoku","JP","tokushima","徳島県","Tokushima","entity_resolution_required","","","Naruto","Naruto","","","","","","25","illustrative_city","source:jp-naruto:master","variant:jp-naruto:md","variant:jp-naruto:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/shikoku/tokushima/naruto-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Tokushima. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-iya-valley","JP-A-23","A","shikoku","JP","tokushima","徳島県","Tokushima","entity_resolution_required","","","Iya Valley","Iya Valley","","","","","","25","illustrative_city","source:jp-iya-valley:master","variant:jp-iya-valley:md","variant:jp-iya-valley:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/shikoku/tokushima/iya-valley-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Tokushima. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-mima","JP-A-23","A","shikoku","JP","","","","entity_resolution_required","","","Mima","Mima","","","","","","25","illustrative_city","source:jp-mima:master","variant:jp-mima:md","variant:jp-mima:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kotohira","JP-A-24","A","shikoku","JP","kagawa","香川県","Kagawa","entity_resolution_required","","","Kotohira","Kotohira","","","","","","25","illustrative_city","source:jp-kotohira:master","variant:jp-kotohira:md","variant:jp-kotohira:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/shikoku/kagawa/kotohira-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Kagawa. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-shodoshima","JP-A-24","A","shikoku","JP","","","","entity_resolution_required","","","Shodoshima","Shodoshima","","","","","","25","illustrative_city","source:jp-shodoshima:master","variant:jp-shodoshima:md","variant:jp-shodoshima:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-marugame","JP-A-24","A","shikoku","JP","","","","entity_resolution_required","","","Marugame","Marugame","","","","","","25","illustrative_city","source:jp-marugame:master","variant:jp-marugame:md","variant:jp-marugame:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-imabari","JP-A-24","A","shikoku","JP","ehime","愛媛県","Ehime","entity_resolution_required","","","Imabari","Imabari","","","","","","25","illustrative_city","source:jp-imabari:master","variant:jp-imabari:md","variant:jp-imabari:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/shikoku/ehime/imabari-and-around","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Ehime. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-uchiko","JP-A-24","A","shikoku","JP","","","","entity_resolution_required","","","Uchiko","Uchiko","","","","","","25","illustrative_city","source:jp-uchiko:master","variant:jp-uchiko:md","variant:jp-uchiko:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-ozu","JP-A-24","A","shikoku","JP","","","","entity_resolution_required","","","Ozu","Ozu","","","","","","25","illustrative_city","source:jp-ozu:master","variant:jp-ozu:md","variant:jp-ozu:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-shimanto","JP-A-25","A","shikoku","JP","kochi","高知県","Kochi","entity_resolution_required","","","Shimanto","Shimanto","","","","","","25","illustrative_city","source:jp-shimanto:master","variant:jp-shimanto:md","variant:jp-shimanto:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/shikoku/kochi/shimanto-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Kochi. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-muroto","JP-A-25","A","shikoku","JP","","","","entity_resolution_required","","","Muroto","Muroto","","","","","","25","illustrative_city","source:jp-muroto:master","variant:jp-muroto:md","variant:jp-muroto:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-tosashimizu","JP-A-25","A","shikoku","JP","","","","entity_resolution_required","","","Tosashimizu","Tosashimizu","","","","","","25","illustrative_city","source:jp-tosashimizu:master","variant:jp-tosashimizu:md","variant:jp-tosashimizu:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-niyodo-river","JP-A-25","A","shikoku","JP","","","","entity_resolution_required","","","Niyodo River","Niyodo River","","","","","","25","illustrative_city","source:jp-niyodo-river:master","variant:jp-niyodo-river:md","variant:jp-niyodo-river:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-susaki","JP-A-25","A","shikoku","JP","","","","entity_resolution_required","","","Susaki","Susaki","","","","","","25","illustrative_city","source:jp-susaki:master","variant:jp-susaki:md","variant:jp-susaki:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-aki","JP-A-25","A","shikoku","JP","","","","entity_resolution_required","","","Aki","Aki","","","","","","25","illustrative_city","source:jp-aki:master","variant:jp-aki:md","variant:jp-aki:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kitakyushu","JP-A-26","A","kyushu-okinawa","JP","fukuoka","福岡県","Fukuoka","entity_resolution_required","","","Kitakyushu","Kitakyushu","","","","","","25","illustrative_city","source:jp-kitakyushu:master","variant:jp-kitakyushu:md","variant:jp-kitakyushu:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kyushu/fukuoka/kita-kyushu-and-around","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Fukuoka. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-mojiko","JP-A-26","A","kyushu-okinawa","JP","","","","entity_resolution_required","","","Mojiko","Mojiko","","","","","","25","illustrative_city","source:jp-mojiko:master","variant:jp-mojiko:md","variant:jp-mojiko:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-itoshima","JP-A-26","A","kyushu-okinawa","JP","","","","entity_resolution_required","","","Itoshima","Itoshima","","","","","","25","illustrative_city","source:jp-itoshima:master","variant:jp-itoshima:md","variant:jp-itoshima:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-yanagawa","JP-A-26","A","kyushu-okinawa","JP","","","","entity_resolution_required","","","Yanagawa","Yanagawa","","","","","","25","illustrative_city","source:jp-yanagawa:master","variant:jp-yanagawa:md","variant:jp-yanagawa:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kurume","JP-A-26","A","kyushu-okinawa","JP","","","","entity_resolution_required","","","Kurume","Kurume","","","","","","25","illustrative_city","source:jp-kurume:master","variant:jp-kurume:md","variant:jp-kurume:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-saga","JP-A-26","A","kyushu-okinawa","JP","saga","佐賀県","Saga","entity_resolution_required","","","Saga","Saga","","","","","","25","illustrative_city","source:jp-saga:master","variant:jp-saga:md","variant:jp-saga:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kyushu/saga/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Saga. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-karatsu","JP-A-27","A","kyushu-okinawa","JP","saga","佐賀県","Saga","entity_resolution_required","","","Karatsu","Karatsu","","","","","","25","illustrative_city","source:jp-karatsu:master","variant:jp-karatsu:md","variant:jp-karatsu:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/kyushu/saga/karatsu-and-yobuko-area","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Saga. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-arita","JP-A-27","A","kyushu-okinawa","JP","","","","entity_resolution_required","","","Arita","Arita","","","","","","25","illustrative_city","source:jp-arita:master","variant:jp-arita:md","variant:jp-arita:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-ureshino-onsen","JP-A-27","A","kyushu-okinawa","JP","","","","entity_resolution_required","","","Ureshino Onsen","Ureshino Onsen","","","","","","25","illustrative_city","source:jp-ureshino-onsen:master","variant:jp-ureshino-onsen:md","variant:jp-ureshino-onsen:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
